mlp_ratio,sum_mlp_ratio,num_heads,sum_num_heads,embed_dim,sum_embed,layer_num,dss score,retrain accuracy100,resultfilename,grasp score,snip score,training time,OA, AA, Kappa,Params,FLOPS
16 8 16 32 16 16 16,120,4 4 6 3 6 3 4,30,64 64 64 64 64 64 64,448,7,81.84183502,77.39,config_11728442,-0.798929751,46.60014343,15:52,0.774,0.8561,0.7454,1713168,7877787648
32 16 32 32,112,6 3 4 3,16,32 32 32 32,128,4,22.5269146,53.69,config_11728443,-0.008666426,5.143665314,23:25,0.5367,0.6895,0.4844,446736,3808870400
16 32 8 16 16 16,104,6 6 3 6 4 4,29,128 128 128 128 128 128,768,6,454.1846619,81.44,config_11728444,-0.308451444,65.09313202,11:30,0.8144,0.8816,0.789,4396304,10168762368
32 8 8 32,80,4 6 6 6,22,32 32 32 32,128,4,23.18886948,48.3,config_11728445,-0.009417728,4.212207317,16:23,0.4829,0.6234,0.4215,380176,3741761536
16 8 32 16 32 8 8,120,6 3 3 3 6 4 3,28,32 32 32 32 32 32 32,224,7,20.54874802,62.67,config_11728446,-0.19723019,12.05527973,19:37,0.6268,0.7668,0.5835,614864,6505807872
32 16 8 16 32 16,120,6 3 6 4 6 3,28,128 128 128 128 128 128,768,6,389.8710327,81.23,config_11728447,-0.249821067,68.56903839,16:19,0.8124,0.8813,0.787,4659472,10437197824
8 32 16 16 32 8 16,128,3 3 3 3 6 6 4,28,196 196 196 196 196 196 196,1372,7,582.046814,82.89,config_11728448,-8.272855759,338.787262,15:22,0.8288,0.8793,0.8048,9464760,16840742912
8 32 8 8,56,3 3 6 6,18,196 196 196 196,784,4,608.3516846,76.38,config_11728449,-0.92761755,83.60407257,17:56,0.7638,0.8309,0.7314,4341648,8503252992
32 8 8 32 32 16,128,6 4 4 4 6 6,30,128 128 128 128 128 128,768,6,386.6878357,82.08,config_11728450,-0.293759912,69.79875183,16:18,0.8208,0.8868,0.7967,4659472,10437197824
16 32 8 16,72,6 6 4 3,19,64 64 64 64,256,4,114.5360031,73.34,config_11728451,-0.073480181,13.96992397,14:19,0.7334,0.7982,0.6995,1017360,4530733056
32 16 8 32,88,3 4 3 4,14,196 196 196 196,784,4,696.4606934,78.97,config_11728452,-1.227407694,103.7787018,12:23,0.7897,0.857,0.7614,5523792,9710688256
8 8 32 8,56,3 6 6 6,21,32 32 32 32,128,4,19.48725891,49.78,config_11728453,-0.028411055,4.081661224,19:11,0.4978,0.6338,0.4407,330256,3691429888
8 32 8 32,80,6 3 4 3,16,128 128 128 128,512,4,351.3623047,77.37,config_11728454,-0.385773599,48.20821762,12:56,0.7737,0.8298,0.7425,2946576,6779764736
8 32 8 8,56,3 6 3 4,16,64 64 64 64,256,4,86.03464508,69.8,config_11728455,-0.050821543,11.58442879,19:06,0.6982,0.7628,0.659,885264,4396515328
32 8 32 16,88,6 3 4 3,16,64 64 64 64,256,4,97.65184784,70.55,config_11728456,-0.113132022,15.26854038,13:39,0.7056,0.8047,0.6691,1149456,4664950784
32 16 16 16,80,3 3 6 4,16,32 32 32 32,128,4,16.499897,48.51,config_11728457,-0.006306045,4.081252575,16:09,0.4851,0.5915,0.4243,380176,3741761536
32 16 8 16,72,4 6 4 6,20,64 64 64 64,256,4,102.0755157,74.79,config_11728458,-0.046233445,12.72599411,25:03:00,0.7479,0.8083,0.7141,1017360,4530733056
8 32 8 8 16,72,6 4 3 6 4,23,64 64 64 64 64,320,5,98.32288361,71.96,config_11728459,-0.059940815,13.96351147,12:16,0.7196,0.7933,0.6845,1117200,5512200192
16 32 16 32,96,6 4 6 4,20,196 196 196 196,784,4,982.8071899,78.46,config_11728460,-1.156610489,118.8816833,23:40,0.7846,0.8494,0.7555,6114864,10314405888
8 32 32 8 16 32,128,3 4 6 3 6 4,26,64 64 64 64 64 64,384,6,79.45394897,77.91,config_11728461,-0.098551273,22.04265022,25:54:00,0.7791,0.8459,0.7495,1679376,6963429376
16 16 32 16 32,112,4 6 6 6 3,25,128 128 128 128 128,640,5,393.458252,81.07,config_11728462,-0.496005118,62.54523849,20:10,0.8107,0.8632,0.7849,4197776,9011134464
32 16 32 8 8 32 8,136,6 4 3 3 3 6 4,29,196 196 196 196 196 196 196,1372,7,944.0470581,84.74,config_11728463,-6.060107231,269.1949768,22:05,0.8474,0.9036,0.8262,8873688,16237025280
8 16 32 32 16 32 32,168,3 3 4 3 4 6 3,26,196 196 196 196 196 196 196,1372,7,593.0250244,84.09,config_11728464,-5.966370106,325.5970459,15:27,0.8409,0.8977,0.8187,10055832,17444460544
32 32 8 8 16 16 16,128,4 3 4 3 6 6 3,29,64 64 64 64 64 64 64,448,7,87.52589417,78.3,config_11728465,-0.917225242,45.21290588,12:13,0.783,0.8488,0.7546,1779216,7944896512
16 32 16 16,80,3 3 3 6,15,32 32 32 32,128,4,15.49545765,48.21,config_11728466,-0.015940774,4.114659309,14:46,0.4821,0.6005,0.4201,380176,3741761536
8 8 32 32,80,3 4 4 6,17,64 64 64 64,256,4,68.95063782,71.74,config_11728467,-0.136164367,15.77499104,14:46,0.7173,0.7899,0.6776,1083408,4597841920
16 16 32 8,72,3 4 4 3,14,128 128 128 128,512,4,291.0635376,76.83,config_11728468,-0.482158452,47.9796257,14:45,0.7683,0.8367,0.7378,2946576,6779764736
32 32 32 32 16,144,3 3 4 3 3,16,32 32 32 32 32,160,5,17.1849308,56.85,config_11728469,-0.020329865,5.746651173,18:40,0.5685,0.6922,0.5189,563792,4769366016
32 16 32 16 16,112,6 3 6 6 6,27,196 196 196 196 196,980,5,926.7945557,81.02,config_11728470,-1.106321573,130.6045837,12:39,0.8102,0.8795,0.7847,7625544,12892329984
32 16 16 32 8 8 16,128,6 4 3 3 3 4 4,27,128 128 128 128 128 128 128,896,7,400.4517517,83.27,config_11728471,-4.320759773,151.5081177,16:26,0.8327,0.8937,0.8095,5121168,11863261184
32 8 16 32 8 8,104,4 3 3 6 4 4,24,196 196 196 196 196 196,1176,6,669.9716797,81.98,config_11728472,-0.87058115,128.1156921,10:45,0.8197,0.8835,0.7948,7363008,13659101184
16 8 16 32 8,80,3 4 3 6 6,22,32 32 32 32 32,160,5,15.66547775,54.95,config_11728473,-0.015125152,4.406756401,13:41,0.5494,0.684,0.4979,430672,4635148288
16 16 16 16 8 8,80,6 4 4 4 4 3,25,196 196 196 196 196 196,1176,6,960.3347168,82.44,config_11728474,-0.835083961,133.4683228,10:11,0.8244,0.8859,0.8006,7954080,14262818816
32 16 16 8,72,4 4 6 6,20,64 64 64 64,256,4,92.80214691,69.17,config_11728475,-0.065063491,12.21141529,13:57,0.6917,0.7856,0.6533,1017360,4530733056
32 32 16 32 8,120,3 3 3 6 3,18,32 32 32 32 32,160,5,16.8200798,54.07,config_11728476,-0.010879174,5.099639893,17:59,0.5407,0.6701,0.4876,513872,4719034368
8 8 16 32 32 16 16,128,4 6 6 6 3 4 3,32,128 128 128 128 128 128 128,896,7,351.9136963,82.61,config_11728477,-2.972953558,140.1238251,20:55,0.8261,0.8801,0.8021,5121168,11863261184
16 32 8 16 8,80,4 3 3 6 3,19,196 196 196 196 196,980,5,710.4366455,80.41,config_11728478,-1.134465814,111.5694962,10:43,0.8041,0.8692,0.7774,6443400,11684894720
8 16 16 16 8,64,6 3 3 6 3,21,32 32 32 32 32,160,5,20.17747307,52.98,config_11728479,-0.005384877,4.120874405,20:41,0.5298,0.6734,0.4762,397392,4601593856
16 16 16 32 8,88,3 6 4 3 6,22,196 196 196 196 196,980,5,849.9710083,81.37,config_11728480,-0.670690298,122.039917,21:38,0.8136,0.8674,0.7868,7034472,12288612352
32 16 32 16 16 16 32,160,6 3 6 6 3 3 4,31,128 128 128 128 128 128 128,896,7,398.0571899,83.12,config_11728481,-3.580622196,171.2102203,16:19,0.8311,0.8889,0.8078,5910672,12668567552
8 32 8 16 32 8,104,4 6 4 6 6 4,30,32 32 32 32 32 32,192,6,22.20484543,55.68,config_11728482,-0.039791659,5.322898388,16:10,0.5566,0.705,0.5063,531088,5578866688
32 8 8 8,56,3 3 4 3,13,196 196 196 196,784,4,587.2134399,75.79,config_11728483,-0.824443817,80.27075958,14:11,0.758,0.8341,0.7258,4341648,8503252992
8 8 32 16 16 32,112,4 6 6 3 6 3,28,32 32 32 32 32 32,192,6,21.43044662,64.33,config_11728484,-0.044716336,6.922996998,21:13,0.6432,0.7502,0.6023,547728,5595643904
8 16 32 32 16 16 16,136,6 6 3 3 6 3 6,33,64 64 64 64 64 64 64,448,7,107.6780548,77.71,config_11728485,-1.059270144,58.64990234,17:30,0.7771,0.8529,0.7482,1845264,8012005376
32 32 16 16 8 16,120,4 4 4 4 4 3,23,64 64 64 64 64 64,384,6,95.23020935,80.16,config_11728486,-0.08737047,19.05896378,11:47,0.8016,0.8322,0.7746,1613328,6896320512
8 16 32 16 8,80,3 4 4 3 4,18,32 32 32 32 32,160,5,15.7403698,50.99,config_11728487,-0.019606164,4.473709106,23:28,0.5099,0.6549,0.452,430672,4635148288
16 16 8 32 16,88,4 4 3 3 4,18,64 64 64 64 64,320,5,80.03659058,76.49,config_11728488,-0.065607265,15.50902367,20:35,0.7649,0.8217,0.7338,1249296,5646417920
8 32 32 8,80,6 4 3 6,19,128 128 128 128,512,4,380.8574829,76.93,config_11728489,-0.341448396,50.29486084,17:23,0.7695,0.8235,0.7382,2946576,6779764736
16 16 8 8 32,80,6 4 6 6 4,26,32 32 32 32 32,160,5,23.49134064,55.75,config_11728490,-0.035753071,4.44841671,18:36,0.5576,0.7022,0.509,430672,4635148288
8 16 16 32 32 8,112,6 3 3 4 4 4,24,64 64 64 64 64 64,384,6,86.53528595,77.16,config_11728491,-0.130820483,19.78482819,12:02,0.7716,0.8367,0.7419,1547280,6829211648
16 32 8 8 8 16 16,104,3 6 6 6 6 3 3,33,32 32 32 32 32 32 32,224,7,21.48618889,63.32,config_11728492,-0.264297634,12.15458488,13:14,0.6333,0.7595,0.5921,581584,6472253440
32 16 8 8 16 32 16,128,3 3 4 3 3 4 3,23,32 32 32 32 32 32 32,224,7,15.71150208,62.56,config_11728493,-0.170081586,14.07487965,12:06,0.6255,0.7989,0.5853,631504,6522585088
16 32 16 8 16 16 32,136,4 3 4 3 3 4 6,27,32 32 32 32 32 32 32,224,7,17.70942497,63.09,config_11728494,-0.485041648,18.5030899,13:29,0.6308,0.7926,0.5917,648144,6539362304
16 8 8 8 16 8,64,6 3 3 3 3 6,24,32 32 32 32 32 32,192,6,20.15188408,58.09,config_11728495,-0.040462531,4.562146187,14:23,0.5808,0.7195,0.5344,447888,5494980608
16 16 32 8,72,6 3 3 3,15,196 196 196 196,784,4,877.8132324,78.4,config_11728496,-0.811521411,101.1355362,15:31,0.784,0.8515,0.7545,5523792,9710688256
16 16 32 16,80,3 3 3 4,13,128 128 128 128,512,4,263.3178406,78.48,config_11728497,-0.437999845,52.09714508,17:10,0.7848,0.8495,0.7564,3209744,7048200192
16 16 32 32 16 8 32,152,3 3 6 6 4 3 4,29,64 64 64 64 64 64 64,448,7,71.45545197,78.78,config_11728498,-1.09148109,57.54989243,13:54,0.7877,0.8712,0.7606,1977360,8146223104
8 16 32 8 8,72,3 4 4 4 6,21,32 32 32 32 32,160,5,15.80773544,55.42,config_11728499,-0.021602796,4.234473228,16:19,0.5539,0.683,0.5034,414032,4618371072
32 8 16 8 32,96,3 3 4 4 6,20,196 196 196 196 196,980,5,603.7093506,80.03,config_11728500,-0.730338097,106.983139,12:30,0.8003,0.8705,0.7728,6443400,11684894720
32 16 16 32 16,112,3 3 4 6 4,20,32 32 32 32 32,160,5,16.06778336,54.38,config_11728501,-0.013959683,4.93467474,16:53,0.5438,0.6807,0.4913,497232,4702257152
16 8 16 32 16 16 8,112,4 4 4 3 3 3 4,25,32 32 32 32 32 32 32,224,7,17.84552765,66.65,config_11728502,-0.083929248,13.03126431,20:08,0.6664,0.7598,0.6261,598224,6489030656
32 16 16 8 16,88,4 3 3 4 4,18,64 64 64 64 64,320,5,81.6622467,75.66,config_11728503,-0.072022095,13.80980778,19:43,0.7565,0.8188,0.7241,1249296,5646417920
16 32 32 8 16 8,112,4 3 6 4 6 4,27,32 32 32 32 32 32,192,6,18.68002319,60.57,config_11728504,-0.042839251,5.246612072,12:52,0.6057,0.7517,0.5628,547728,5595643904
16 8 32 16 32,104,6 3 4 6 4,23,32 32 32 32 32,160,5,21.02999306,57.15,config_11728505,-0.027961284,5.362660408,19:06,0.5713,0.7131,0.5235,480592,4685479936
8 32 16 16 32 8 8,120,4 6 3 3 4 4 6,30,196 196 196 196 196 196 196,1372,7,855.184021,83.33,config_11728506,-5.827131748,290.688446,17:27,0.8333,0.8868,0.81,8873688,16237025280
8 32 16 16 16 32 8,128,6 3 3 3 4 4 6,29,128 128 128 128 128 128 128,896,7,351.1853027,83.57,config_11728507,-2.929944992,134.3124695,23:39,0.8358,0.8949,0.8128,5121168,11863261184
32 8 8 8,56,4 4 4 6,18,64 64 64 64,256,4,86.68698883,70.91,config_11728508,-0.042156808,10.11281776,24:42:00,0.7092,0.794,0.6716,885264,4396515328
32 8 16 32 32,120,4 6 4 4 4,22,128 128 128 128 128,640,5,379.239563,79.8,config_11728509,-0.441483229,61.87720871,25:03:00,0.7978,0.866,0.7708,4197776,9011134464
8 8 32 8 16,72,4 6 4 3 6,23,128 128 128 128 128,640,5,339.7590637,80.18,config_11728510,-0.418147326,50.05651474,18:22,0.8018,0.8664,0.7748,3145104,7937392640
32 16 32 16 8 16,120,4 6 6 4 4 6,30,32 32 32 32 32 32,192,6,23.90513992,59.41,config_11728511,-0.045339379,6.216618538,18:37,0.594,0.7449,0.5492,564368,5612421120
16 8 32 16 8 32 8,120,3 4 4 4 3 6 3,27,32 32 32 32 32 32 32,224,7,16.03778648,66.28,config_11728512,-0.181258053,12.73190308,12:59,0.6628,0.7754,0.6242,614864,6505807872
8 16 8 8 32 8 16,96,6 6 4 6 3 3 6,34,128 128 128 128 128 128 128,896,7,414.9280396,81.78,config_11728513,-4.469175816,151.2843781,22:59,0.8178,0.8744,0.7925,4331664,11057954816
8 16 16 32 16,88,4 3 4 4 6,21,196 196 196 196 196,980,5,667.1878662,82.11,config_11728514,-0.939768732,122.5858688,19:00,0.8211,0.8832,0.7969,7034472,12288612352
16 32 8 32 16,104,3 3 3 4 4,17,196 196 196 196 196,980,5,633.5655518,80.47,config_11728515,-1.118486881,114.8299789,16:28,0.8047,0.8647,0.7771,7034472,12288612352
16 16 32 8 8 16 8,104,6 6 3 4 3 3 6,31,32 32 32 32 32 32 32,224,7,26.05587196,60.5,config_11728516,-0.239834026,15.51152611,21:58,0.605,0.758,0.5615,581584,6472253440
16 8 32 32 32,120,3 3 6 4 6,22,32 32 32 32 32,160,5,15.10154533,61.49,config_11728517,-0.03281749,5.520451546,13:39,0.6148,0.7361,0.5713,513872,4719034368
16 16 16 8 32 32,120,6 6 6 6 6 4,34,196 196 196 196 196 196,1176,6,1120.445068,82.09,config_11728518,-0.863760352,139.8467712,10:36,0.8209,0.8814,0.7963,8545152,14866536448
16 32 16 8 16 16 8,112,3 3 3 4 3 4 6,26,32 32 32 32 32 32 32,224,7,15.40508461,63.4,config_11728519,-0.305309623,14.30506325,13:40,0.6341,0.7646,0.5917,598224,6489030656
8 16 32 8 32,96,4 6 3 4 3,20,128 128 128 128 128,640,5,352.4292297,80.55,config_11728520,-0.390913785,56.40942764,16:04,0.8055,0.8705,0.7789,3671440,8474263552
32 8 16 16,72,6 4 4 4,18,32 32 32 32,128,4,23.50993729,50.21,config_11728521,-0.007312451,4.151834965,19:46,0.5021,0.598,0.4437,363536,3724984320
8 16 8 8,40,6 4 3 3,16,128 128 128 128,512,4,351.3383789,76.34,config_11728522,-0.435311705,37.22568893,15:24,0.7634,0.8316,0.732,2157072,5974458368
16 32 16 16 16 16,112,6 3 3 4 6 3,25,32 32 32 32 32 32,192,6,21.93333054,59.82,config_11728523,-0.048042692,5.97863102,21:36,0.5982,0.7115,0.5522,547728,5595643904
16 32 16 8 16 16 16,120,4 3 3 3 3 3 3,22,196 196 196 196 196 196 196,1372,7,713.7094727,84.87,config_11728524,-7.708694458,320.539032,20:19,0.8486,0.9051,0.8277,10055832,17444460544
16 32 8 16 32,104,4 3 3 3 4,17,64 64 64 64 64,320,5,78.36569977,76.04,config_11728525,-0.0653743,16.323946,15:15,0.7605,0.818,0.7284,1381392,5780635648
16 16 16 16 8,72,6 4 6 6 3,25,128 128 128 128 128,640,5,400.2683716,80.02,config_11728526,-0.434189588,51.21275711,16:25,0.8003,0.8683,0.7736,3408272,8205828096
32 32 16 32 32 16 16,176,3 3 3 6 6 3 3,27,196 196 196 196 196 196 196,1372,7,650.1661377,84.31,config_11728527,-7.418691635,333.2070313,12:44,0.8431,0.9077,0.8216,10646904,18048178176
8 16 32 32 8,96,6 6 6 4 3,25,32 32 32 32 32,160,5,26.36015129,55.79,config_11728528,-0.024235288,5.436712265,13:55,0.558,0.7037,0.5078,463952,4668702720
32 16 8 32 32 16 8,144,6 6 6 6 6 4 3,37,64 64 64 64 64 64 64,448,7,121.7078247,79.95,config_11728529,-0.636504054,38.90023422,13:19,0.7996,0.8618,0.7726,1911312,8079114240
32 16 32 16,96,3 4 6 4,17,128 128 128 128,512,4,323.8453979,78.94,config_11728530,-0.353373796,53.33037186,20:34,0.7894,0.85,0.7611,3472912,7316635648
8 8 32 32 16,96,4 6 6 3 3,22,196 196 196 196 196,980,5,838.2845459,81.11,config_11728531,-0.92237401,118.4575882,18:47,0.8111,0.868,0.7844,6443400,11684894720
8 32 8 8 8,64,4 6 6 3 3,22,64 64 64 64 64,320,5,97.86488342,70.82,config_11728532,-0.063911907,12.72365189,13:16,0.7082,0.7845,0.671,1051152,5445091328
16 16 32 32 8,104,6 4 3 6 3,22,128 128 128 128 128,640,5,387.8299866,81.85,config_11728533,-0.421223402,60.24531174,14:51,0.8185,0.8659,0.7928,3934608,8742699008
16 16 8 8 32 32 8,120,6 4 6 4 6 4 6,36,32 32 32 32 32 32 32,224,7,23.4087162,64.07,config_11728534,-0.144086659,17.42341423,16:16,0.6406,0.7833,0.6004,614864,6505807872
8 32 16 32 8 16,112,4 4 3 3 3 4,21,64 64 64 64 64 64,384,6,82.491539,78.54,config_11728535,-0.073571309,19.25199699,14:53,0.7858,0.8408,0.7552,1547280,6829211648
16 32 32 32 32 8,152,4 4 6 3 4 3,24,128 128 128 128 128 128,768,6,357.4628296,81.5,config_11728536,-0.387087524,72.55182648,15:45,0.8149,0.8885,0.7897,5185808,10974068736
32 32 8 16,88,3 4 6 3,16,32 32 32 32,128,4,19.07355118,44.92,config_11728537,-0.013435874,4.122264385,16:05,0.4492,0.5671,0.3821,396816,3758538752
8 8 8 32 16,72,3 3 4 6 4,20,64 64 64 64 64,320,5,59.84614182,74.49,config_11728538,-0.056512035,13.17165184,17:35,0.745,0.8119,0.7113,1117200,5512200192
16 16 8 16 16,72,3 6 4 6 6,25,196 196 196 196 196,980,5,845.7128906,80.94,config_11728539,-1.104469299,116.6377258,13:11,0.8093,0.8772,0.7833,7034472,12288612352
8 16 16 32 32 32 32,168,6 4 3 6 3 4 4,30,64 64 64 64 64 64 64,448,7,94.14491272,79.41,config_11728540,-1.138995171,60.73227692,11:25,0.7941,0.8633,0.766,2109456,8280440832
32 8 32 32,104,6 6 6 3,21,32 32 32 32,128,4,27.75094223,53.21,config_11728541,-0.015446674,5.281863689,20:40,0.5321,0.6709,0.4788,430096,3792093184
8 8 8 8 8 32,72,6 6 3 6 3 4,28,32 32 32 32 32 32,192,6,24.65813828,59.76,config_11728542,-0.049745761,6.26255846,22:42,0.5972,0.709,0.554,464528,5511757824
32 8 32 32 8 16 16,144,6 6 4 3 6 3 4,32,32 32 32 32 32 32 32,224,7,27.19550705,64.36,config_11728543,-0.125049949,14.61236858,19:00,0.6435,0.7726,0.6046,664784,6556139520
16 32 8 16 8 32,112,4 3 6 4 4 4,25,196 196 196 196 196 196,1176,6,743.807373,83.93,config_11728544,-1.454912186,133.665863,23:13,0.8393,0.9006,0.8172,7954080,14262818816
8 16 32 16 32 16 8,128,6 6 6 4 6 3 4,35,196 196 196 196 196 196 196,1372,7,1057.54126,84.29,config_11728545,-4.792768478,276.3561096,11:10,0.8429,0.9092,0.8213,9464760,16840742912
16 16 16 8,56,3 4 6 3,16,128 128 128 128,512,4,299.2702026,76.65,config_11728546,-0.431462407,43.30371857,14:13,0.7666,0.8291,0.7359,2683408,6511329280
32 8 32 32 16 16,136,4 3 3 6 4 3,23,128 128 128 128 128 128,768,6,303.9130554,81.98,config_11728547,-0.285673916,71.60333252,16:34,0.8198,0.8774,0.7949,4922640,10705633280
8 16 32 8 32,96,3 6 3 4 4,20,128 128 128 128 128,640,5,320.302063,80.11,config_11728548,-0.395608008,56.63063049,18:49,0.8011,0.8652,0.7736,3671440,8474263552
16 16 16 32 16 8,104,3 3 6 3 4 3,22,128 128 128 128 128 128,768,6,276.8601379,81.14,config_11728549,-0.377103835,63.46854401,11:26,0.8114,0.8778,0.7852,4396304,10168762368
32 16 32 32,112,4 6 6 3,19,32 32 32 32,128,4,23.81131172,53.97,config_11728550,-0.020032406,5.27541399,16:48,0.54,0.6778,0.4884,446736,3808870400
16 8 32 8 8 32 32,136,3 6 3 6 6 6 6,36,196 196 196 196 196 196 196,1372,7,791.6624756,84.52,config_11728551,-6.760396004,337.0804138,11:41,0.8452,0.8991,0.8236,8873688,16237025280
16 16 16 8 16 32 16,120,4 6 6 6 4 4 3,33,196 196 196 196 196 196 196,1372,7,951.2769775,84.73,config_11728552,-7.643854141,324.9269104,24:29:00,0.8473,0.9052,0.826,10055832,17444460544
8 32 8 32 32,112,6 4 4 4 3,21,196 196 196 196 196,980,5,883.6721802,80.78,config_11728553,-1.036709189,109.9947891,11:36,0.8078,0.8583,0.7809,6443400,11684894720
8 16 32 8 32,96,3 6 4 6 6,25,196 196 196 196 196,980,5,801.5814209,81.12,config_11728554,-0.681447208,110.4027786,10:43,0.8112,0.8725,0.7854,6443400,11684894720
32 32 8 32,104,3 4 3 4,14,32 32 32 32,128,4,18.21196747,47.05,config_11728555,-0.00447157,4.487125397,16:31,0.4705,0.6104,0.4072,430096,3792093184
8 32 32 16 32 32 8,160,3 3 4 3 4 6 4,27,128 128 128 128 128 128 128,896,7,263.3054504,81.78,config_11728556,-2.12141037,133.8773346,11:43,0.8179,0.8762,0.7935,5647504,12400132096
16 16 32 16 8 16,104,3 4 3 4 3 4,21,196 196 196 196 196 196,1176,6,709.5562134,84.46,config_11728557,-0.963371992,140.6918335,17:34,0.8447,0.8982,0.8225,8545152,14866536448
32 32 32 16 32 8 32,184,4 4 6 3 6 6 4,33,128 128 128 128 128 128 128,896,7,377.0406189,82.31,config_11728558,-4.138905525,175.6650696,22:30,0.8231,0.879,0.7988,6173840,12937003008
16 16 32 8,72,3 3 6 4,16,128 128 128 128,512,4,278.6889954,75.46,config_11728559,-0.49994269,48.10958481,24:33:00,0.7547,0.8158,0.7212,2946576,6779764736
8 8 32 8,56,6 6 4 3,19,128 128 128 128,512,4,400.6802979,77.87,config_11728560,-0.447318494,43.62427139,18:01,0.7787,0.8377,0.7485,2420240,6242893824
16 16 8 32,72,4 4 6 3,17,64 64 64 64,256,4,83.72027588,69.08,config_11728561,-0.042682044,13.95621872,21:29,0.6907,0.7834,0.6535,1017360,4530733056
16 32 8 8 8 8 16,96,6 6 6 6 3 6 6,39,32 32 32 32 32 32 32,224,7,27.882267,62.04,config_11728562,-0.390472412,15.00497913,14:16,0.6202,0.7983,0.5779,564944,6455476224
8 16 32 8 8 32 8,112,4 3 4 4 6 6 4,31,128 128 128 128 128 128 128,896,7,278.1629028,82.87,config_11728563,-2.405982494,121.8303604,12:53,0.8287,0.8962,0.8052,4594832,11326390272
8 16 32 8 8 32 32,136,3 6 6 3 4 3 3,28,196 196 196 196 196 196 196,1372,7,818.7692871,84.77,config_11728564,-7.117861271,312.1844177,14:01,0.8477,0.9036,0.8264,8873688,16237025280
16 32 8 32 16,104,6 3 4 6 3,22,32 32 32 32 32,160,5,22.27819824,53.83,config_11728565,-0.01786017,4.872120857,16:51,0.5384,0.6788,0.4862,480592,4685479936
8 8 8 16 32 16,88,6 4 4 4 6 4,28,32 32 32 32 32 32,192,6,21.53186226,63.32,config_11728566,-0.05057836,5.651230812,20:30,0.6331,0.7406,0.5927,497808,5545312256
16 8 8 32 8,72,3 4 6 3 3,19,196 196 196 196 196,980,5,682.2401123,78.81,config_11728567,-0.948083639,104.9456253,21:59,0.7881,0.8657,0.7592,5852328,11081177088
32 16 16 8,72,6 6 3 4,19,32 32 32 32,128,4,27.02475166,46.77,config_11728568,-0.033297814,4.314357281,12:49,0.4675,0.5823,0.4022,363536,3724984320
8 16 16 32 32 16 32,152,4 6 4 4 3 3 4,28,128 128 128 128 128 128 128,896,7,355.6879578,81.8,config_11728569,-4.007665634,163.2467957,15:47,0.818,0.8783,0.7931,5647504,12400132096
